page,titre,adresse,nom,statut,fichier,candidats
1505,"Loi Travail : 23, 24 et 28,  dans la grève, dans la rue et dans les actions, on continue !",/13/loi-travail-23-24-et-28-dans-la-greve-dans-la-rue-et-dans-les-actions-on-continue/,LoiTravail_Com22juin16,introuvable,,
1525,"Compte-rendu de la soirée-débat ""Enseignant.e.s, formatrices et formateurs, quelles pratiques pour résister à la glottophobie ?""",/13/compte-rendu-de-la-soiree-debat-enseignant-e-s-formatrices-et-formateurs-quelles-pratiques-pour-resister-a-la-glottophobie/,presentation_st_clerc_conan,introuvable,,
1542,Grève des femmes de chambre du Golden Tulip - Villa Massalia : revue de presse,/13/greve-des-femmes-de-chambre-du-golden-tulip-villa-massalia-revue-de-presse/,lamarseillaise_27mars16,exact,sites/2/2016/04/lamarseillaise_27mars16.pdf,sites/2/2016/04/lamarseillaise_27mars16.pdf
1550,"Hôtel Golden Tulip - Villa Massalia : échec des négociations, la grève se poursuit !",/13/hotel-golden-tulip-villa-massalia-echec-des-negociations-la-greve-se-poursuit/,communique_vm_29mars16,exact,sites/2/2016/03/communique_vm_29mars16.pdf,sites/2/2016/03/communique_vm_29mars16.pdf
1553,Loi travail : grève générale  contre la régression sociale !,/13/loi-travail-greve-generale-contre-la-regression-sociale/,cnt_so_loi_travail_mars2016,exact,sites/2/2016/03/cnt_so_loi_travail_mars2016.pdf,sites/2/2016/03/cnt_so_loi_travail_mars2016.pdf
1554,"Hôtel Golden Tulip - Villa Massalia (Marseille 8°) : après les élections, la mobilisation !",/13/hotel-golden-tulip-villa-massalia-marseille-8-apres-les-elections-la-mobilisation/,communique_stn_mars16,exact,sites/2/2016/03/communique_stn_mars16.pdf,sites/2/2016/03/communique_stn_mars16.pdf
1564,Grève à l'hôtel Adagio Vieux Port (2°) : Communiqués et revue de presse,/13/greve-a-lhotel-adagio-vieux-port-2-communiques-et-revue-de-presse/,fr3_provence-alpe-20-11-2015.mp3,exact,sites/2/2015/11/fr3_provence-alpe-20-11-2015.mp3,sites/2/2015/11/fr3_provence-alpe-20-11-2015.mp3
1564,Grève à l'hôtel Adagio Vieux Port (2°) : Communiqués et revue de presse,/13/greve-a-lhotel-adagio-vieux-port-2-communiques-et-revue-de-presse/,fr3_provence-alpe-20-11-2015.mp3,exact,sites/2/2015/11/fr3_provence-alpe-20-11-2015.mp3,sites/2/2015/11/fr3_provence-alpe-20-11-2015.mp3
1567,"Pétition contre le décret « Macron », nouvelle atteinte à la liberté syndicale !",/13/petition-contre-le-decret-macron-nouvelle-atteinte-a-la-liberte-syndicale/,petition_prud_hommesoct2015,exact,sites/2/2015/10/petition_prud_hommesoct2015.pdf,sites/2/2015/10/petition_prud_hommesoct2015.pdf
1568,Nettoyage : Stop au mépris et à l'exploitation !,/13/nettoyage-stop-au-mepris-et-a-lexploitation/,cnt-so_13_-_nettoyage_tract_general.pdf,exact,sites/2/2015/10/cnt-so_13_-_nettoyage_tract_general.pdf,sites/2/2015/10/cnt-so_13_-_nettoyage_tract_general.pdf
1575,Éducation/Recherche : Rentrée des classes... rentrée syndicale !,/13/education-recherche-rentree-des-classes-rentree-syndicale/,cnt_so_educ_rentree_2015_2016.pdf,exact,sites/2/2015/09/cnt_so_educ_rentree_2015_2016.pdf,sites/2/2015/09/cnt_so_educ_rentree_2015_2016.pdf
1601,"Education : grève et mobilisation unitaire pour l’Education Prioritaire, le 09 décembre 2014",/13/education-greve-et-mobilisation-unitaire-pour-leducation-prioritaire-le-09-decembre-2014/,com_intersyndicale_educ_prioritaire.pdf,exact,sites/2/2014/11/com_intersyndicale_educ_prioritaire.pdf,sites/2/2014/11/com_intersyndicale_educ_prioritaire.pdf
1623,Education / Fonction publique : grève et manifestation unitaires le 15 mai 2014,/13/education-fonction-publique-greve-et-manifestation-unitaires-le-15-mai-2014/,15mai2014_intersyndicale13,introuvable,,
1628,1er mai 2014 : Rendez-vous à Marseille,/13/1er-mai-2014-rendez-vous-a-marseille/,Tract_1ermai2014,introuvable,,
1631,Nettoyage : Grille des salaires 2014,/13/nettoyage-grille-des-salaires-2014/,cnt-so_13_-_nettoyage_salaires_2014.pdf,exact,sites/2/2014/03/cnt-so_13_-_nettoyage_salaires_2014.pdf,sites/2/2014/03/cnt-so_13_-_nettoyage_salaires_2014.pdf
1634,Education : la lutte continue ! Tous et toutes en gève le 18 mars !,/13/education-la-lutte-continue-tous-et-toutes-en-geve-le-18-mars/,appel_18_mars.pdf,exact,sites/2/2014/02/appel_18_mars.pdf,sites/2/2014/02/appel_18_mars.pdf
1634,Education : la lutte continue ! Tous et toutes en gève le 18 mars !,/13/education-la-lutte-continue-tous-et-toutes-en-geve-le-18-mars/,Tract_DGH,introuvable,,
1637,Marseille Zone d'animation culturelle et touristique : accord et avenant relatif à la dérogation du repos dominical,/13/marseille-zone-danimation-culturelle-et-touristique-accord-et-avenant-relatif-a-la-derogation-du-repos-dominical/,perimetre_de_la_zone_d_animation_culturelle_et_touristique-4.pdf,exact,sites/2/2014/02/perimetre_de_la_zone_d_animation_culturelle_et_touristique-4.pdf,sites/2/2014/02/perimetre_de_la_zone_d_animation_culturelle_et_touristique-4.pdf
1643,Education/Recherche : bulletin d'info fédéral n°1,/13/education-recherche-bulletin-dinfo-federal-n1/,cnt_so_educ_bulletin__dec2013.pdf,exact,sites/2/2014/01/cnt_so_educ_bulletin__dec2013.pdf,sites/2/2014/01/cnt_so_educ_bulletin__dec2013.pdf
1648,"Nettoyage : Française de services, ce n'est pas du luxe pour les salariés !",/13/nettoyage-francaise-de-services-ce-nest-pas-du-luxe-pour-les-salaries/,cnt-so-13-nettoyage-francaise_de_service.pdf,exact,sites/2/2013/12/cnt-so-13-nettoyage-francaise_de_service.pdf,sites/2/2013/12/cnt-so-13-nettoyage-francaise_de_service.pdf
1658,Nettoyage infos : grille des salaires année 2013,/13/nettoyage-infos-grille-des-salaires-annee-2013/,cnt-so_13_-_nettoyage_salaires.pdf,exact,sites/2/2013/10/cnt-so_13_-_nettoyage_salaires.pdf,sites/2/2013/10/cnt-so_13_-_nettoyage_salaires.pdf
1660,Pour nos retraites : tous et toutes en grève le 15 octobre !,/13/pour-nos-retraites-tous-et-toutes-en-greve-le-15-octobre/,CNT_SO13_A3retraites,introuvable,,
1664,[Nettoyage - Lyon] Nos camarades en grève ! - Premières victoires,/13/nettoyage-lyon-nos-camarades-en-greve-premieres-victoires/,cnt-so_greve_confluence_sept_2013-1.pdf,exact,sites/2/2013/09/cnt-so_greve_confluence_sept_2013-1.pdf,sites/2/2013/09/cnt-so_greve_confluence_sept_2013-1.pdf
1668,Bâtiment : Amiantons-nous les uns les autres !,/13/batiment-amiantons-nous-les-uns-les-autres/,cnt-so_13_tract_amiante.pdf,exact,sites/2/2013/09/cnt-so_13_tract_amiante.pdf,sites/2/2013/09/cnt-so_13_tract_amiante.pdf
1703,Salarié.e.s du privé : 10 règles d’or pour défendre ses droits !,/13/salarie-e-s-du-prive-10-regles-dor-pour-defendre-ses-droits/,tract_regles_d-or_generaliste_13-1.pdf,exact,sites/2/2020/10/tract_regles_d-or_generaliste_13-1.pdf,sites/2/2020/10/tract_regles_d-or_generaliste_13-1.pdf
1705,Exercice dans l'Éducation Prioritaire : vos droits,/13/exercice-dans-leducation-prioritaire-vos-droits/,cnt-so_educ_prioritaire_guide_2014_2015,exact,sites/2/2014/10/cnt-so_educ_prioritaire_guide_2014_2015.pdf,sites/2/2014/10/cnt-so_educ_prioritaire_guide_2014_2015.pdf
841,TRAVAILLER CHEZ NOZ : UN VRAI CAUCHEMAR !,/poitiers/travailler-chez-noz-un-vrai-cauchemar/,travailler_chez_noz.pdf,exact,2021/05/travailler_chez_noz.pdf,2021/05/travailler_chez_noz.pdf
843,"Tract : Réforme de l’assurance-chômage, Travailleur·euses de la culture et du spectacle : pas de retrait, pas de reprise !",/poitiers/tract-reforme-de-lassurance-chomage-travailleur-euses-de-la-culture-et-du-spectacle-pas-de-retrait-pas-de-reprise/,cnt_so_stucs_22_mai_2021.pdf,exact,2021/05/cnt_so_stucs_22_mai_2021.pdf,2021/05/cnt_so_stucs_22_mai_2021.pdf
871,Salarié.es du privé : 10 règles d’or pour défendre ses droits !,/poitiers/salarie-es-du-prive-10-regles-dor-pour-defendre-ses-droits/,affiche_regles_d_or_ge_ne_raliste_.pdf,exact,2021/02/affiche_regles_d_or_ge_ne_raliste_.pdf,2021/02/affiche_regles_d_or_ge_ne_raliste_.pdf | sites/2/2021/03/affiche_regles_d_or_ge_ne_raliste_.pdf
873,"1er Mai 2021, pour l'honneur des travailleur·euses !",/poitiers/1er-mai-2021-pour-lhonneur-des-travailleur-euses/,tract_1er_mai.pdf,introuvable,,
1224,"Le syndicalisme et les travailleuses et travailleurs sans papier : Débat / rencontre, vendredi 26 avril à 19h au local de la CNT-SO",/rhone-alpes/le-syndicalisme-et-les-travailleuses-et-travailleurs-sans-papier-debat-rencontre-vendredi-26-avril-a-19h-au-local-de-la-cnt-so/,tract_lyon.pdf,exact,sites/3/2019/04/tract_lyon.pdf,sites/3/2019/04/tract_lyon.pdf
1314,Présentation de la CNT Solidarité Ouvrière,/rhone-alpes/presentation-de-la-cnt-solidarite-ouvriere/,presentation_cnt_so_69,exact,sites/3/2018/07/presentation_cnt_so_69.pdf,sites/3/2018/07/presentation_cnt_so_69.pdf
1315,"Nettoyage : Stop au mépris et à l’exploitation ! En 2018, on s’organise avec la CNT-SO !",/rhone-alpes/nettoyage-stop-au-mepris-et-a-lexploitation-en-2018-on-sorganise-avec-la-cnt-so/,cnt_so_69_nettoyage_2018,exact,sites/3/2018/07/cnt_so_69_nettoyage_2018.pdf,sites/3/2018/07/cnt_so_69_nettoyage_2018.pdf
1316,"Restauration : en 2018, on s'organise avec la CNT-SO !",/rhone-alpes/restauration-en-2018-on-sorganise-avec-la-cnt-so/,cnt_so_69_Restauration_2018,introuvable,,
1317,"Dans les services à la personne, en 2018, on s'organise !",/rhone-alpes/dans-les-services-a-la-personne-en-2018-on-sorganise/,cnt_so_sap_2018,exact,sites/3/2018/07/cnt_so_sap_2018.pdf,sites/3/2018/07/cnt_so_sap_2018.pdf
1317,"Dans les services à la personne, en 2018, on s'organise !",/rhone-alpes/dans-les-services-a-la-personne-en-2018-on-sorganise/,cnt_so_sap_2018_69_p2,exact,sites/3/2018/07/cnt_so_sap_2018_69_p2.pdf,sites/3/2018/07/cnt_so_sap_2018_69_p2.pdf
1318,"Bâtiment & Travaux Publics : en 2018, on s'organise !",/rhone-alpes/batiment-travaux-publics-en-2018-on-sorganise/,cnt_so_69_btp,exact,sites/3/2018/06/cnt_so_69_btp.pdf,sites/3/2018/06/cnt_so_69_btp.pdf
1333,Public – Privé : le rapport de force c’est maintenant !,/rhone-alpes/public-prive-le-rapport-de-force-cest-maintenant/,cnt_so_public_prive_avril2018,exact,2018/04/cnt_so_public_prive_avril2018.pdf,2018/04/cnt_so_public_prive_avril2018.pdf | sites/2/2018/04/cnt_so_public_prive_avril2018.pdf | sites/3/2018/04/cnt_so_public_prive_avril2018.pdf
1373,"De Clichy à Lyon les ""invisibles"" de la sous-traitance hôtelière se font entendre !",/rhone-alpes/de-clichy-a-lyon-les-invisibles-de-la-sous-traitance-hoteliere-se-font-entendre/,tract_holidayinn_lyon_18janv18,exact,sites/3/2018/01/tract_holidayinn_lyon_18janv18.pdf,sites/3/2018/01/tract_holidayinn_lyon_18janv18.pdf
1428,"1er mai, tous et toutes mobilisé-e-s, pour la défense de nos droits et libertés !",/rhone-alpes/1er-mai-tous-et-toutes-mobilise-e-s-pour-la-defense-de-nos-droits-et-libertes/,cnt_so_1mai17_lyon,exact,sites/3/2017/04/cnt_so_1mai17_lyon.pdf,sites/3/2017/04/cnt_so_1mai17_lyon.pdf
1437,Bulletin de la CNT-Solidarité Ouvrière - N°19 Fev 2017,/rhone-alpes/bulletin-de-la-cnt-solidarite-ouvriere-n19-fev-2017/,cnt_so_bulletin_19,exact,sites/2/2017/02/cnt_so_bulletin_19.pdf,sites/2/2017/02/cnt_so_bulletin_19.pdf | sites/3/2017/02/cnt_so_bulletin_19.pdf
682,Éducation : feuille d'information des lycées professionnels,/education-feuille-dinformation-des-lycees-professionnels/,cnt_so_educ_infos_LP_dec21_janvier22_p1,miroir,2021/12/cnt_so_educ_infos_LP_dec21_janvier22_p1.pdf,2021/12/cnt_so_educ_infos_LP_dec21_janvier22_p1.pdf
844,"Réforme de l’assurance-chômage, Travailleur·euses de la culture et du spectacle : pas de retrait, pas de reprise !",/reforme-de-lassurance-chomage-travailleur-euses-de-la-culture-et-du-spectacle-pas-de-retrait-pas-de-reprise/,cnt_so_stucs_22_mai_2021,exact,2021/05/cnt_so_stucs_22_mai_2021.pdf,2021/05/cnt_so_stucs_22_mai_2021.pdf
853,TRAVAILLER CHEZ NOZ : UN VRAI CAUCHEMAR !,/travailler-chez-noz-un-vrai-cauchemar/,Tract_CNT-SO_Noz,miroir,2021/05/travailler_chez_noz.pdf,2021/05/travailler_chez_noz.pdf
869,"1er mai, pour l’honneur des travailleur·euses et un monde meilleur, soyons nombreux·euses dans la rue !",/1er-mai-pour-lhonneur-des-travailleur-euses-et-un-monde-meilleur-soyons-nombreux-euses-dans-la-rue/,cnt_so_premier_mai_2021,exact,2021/04/cnt_so_premier_mai_2021.pdf,2021/04/cnt_so_premier_mai_2021.pdf
875,Education : dossier spécial rentrée avril 21,/education-dossier-special-rentree-avril-21/,cnt_so_educ_avril_2021,miroir,2021/04/cnt_so_educ_avril_2021.pdf,2021/04/cnt_so_educ_avril_2021.pdf
885,Vendredi 23 avril : mobilisation nationale anti-précarité,/vendredi-23-avril-mobilisation-nationale-anti-precarite/,cnt_so_23_avril_precarite,miroir,2021/04/cnt_so_23_avril_precarite.pdf,2021/04/cnt_so_23_avril_precarite.pdf
888,Dans les TPE et pour les salarié.e.s du particulier :  une urgence la syndicalisation !,/dans-les-tpe-et-pour-les-salarie-e-s-du-particulier-une-urgence-la-syndicalisation/,communique_tpe_16avr21,miroir,2021/04/communique_tpe_16avr21.pdf,2021/04/communique_tpe_16avr21.pdf
890,COVID-19 : Autotests gratuits pour les intervenant-e-s à domicile,/covid-19-autotests-gratuits-pour-les-intervenant-e-s-a-domicile/,dispensation_gratuite_autotests_pharmacie_pour_professionnels_pa-ph-12-04-2021,miroir,2021/04/covid19-dispensation_gratuite_autotests_pharmacie_pour_professionnels_pa-ph-12-04-2021.pdf,2021/04/covid19-dispensation_gratuite_autotests_pharmacie_pour_professionnels_pa-ph-12-04-2021.pdf
912,Soutien aux occupations des lieux culturels !,/soutien-aux-occupations-des-lieux-culturels/,cnt_so_stucs_soutien_occupations.,exact,2021/03/cnt_so_stucs_soutien_occupations.pdf,2021/03/cnt_so_stucs_soutien_occupations.pdf
925,08 mars : journée internationale de lutte pour les droits des femmes !,/08-mars-journee-internationale-de-lutte-pour-les-droits-des-femmes/,cnt_so_8_mars_2021,miroir,2021/03/cnt_so_8_mars_2021.pdf,2021/03/cnt_so_8_mars_2021.pdf
931,"Elections professionnelles TPE 2021 : c'est nous qui travaillons, c'est nous qui décidons !",/elections-professionnelles-tpe-2021-cest-nous-qui-travaillons-cest-nous-qui-decidons/,cnt_so_tpe_2021_btp_25022021,miroir,2021/02/cnt_so_tpe_2021_btp_25022021.pdf,2021/02/cnt_so_tpe_2021_btp_25022021.pdf
931,"Elections professionnelles TPE 2021 : c'est nous qui travaillons, c'est nous qui décidons !",/elections-professionnelles-tpe-2021-cest-nous-qui-travaillons-cest-nous-qui-decidons/,cnt_so_tpe_2021_restauration,miroir,2021/02/cnt_so_tpe_2021_restauration_25022021.pdf,2021/02/cnt_so_tpe_2021_restauration_25022021.pdf
931,"Elections professionnelles TPE 2021 : c'est nous qui travaillons, c'est nous qui décidons !",/elections-professionnelles-tpe-2021-cest-nous-qui-travaillons-cest-nous-qui-decidons/,cnt_so_tpe_2021_salaries_particulier_employeur,miroir,2021/02/cnt_so_tpe_2021_salaries_particulier_employeur_25022021.pdf,2021/02/cnt_so_tpe_2021_salaries_particulier_employeur_25022021.pdf
931,"Elections professionnelles TPE 2021 : c'est nous qui travaillons, c'est nous qui décidons !",/elections-professionnelles-tpe-2021-cest-nous-qui-travaillons-cest-nous-qui-decidons/,cnt_so_tpe_2021_sante,miroir,2021/02/cnt_so_tpe_2021_sante_25022021.pdf,2021/02/cnt_so_tpe_2021_sante_25022021.pdf
931,"Elections professionnelles TPE 2021 : c'est nous qui travaillons, c'est nous qui décidons !",/elections-professionnelles-tpe-2021-cest-nous-qui-travaillons-cest-nous-qui-decidons/,cnt_so_tpe_2021_assistantes_maternelles,miroir,2021/02/cnt_so_tpe_2021_assistantes_maternelles_25022021.pdf,2021/02/cnt_so_tpe_2021_assistantes_maternelles_25022021.pdf
931,"Elections professionnelles TPE 2021 : c'est nous qui travaillons, c'est nous qui décidons !",/elections-professionnelles-tpe-2021-cest-nous-qui-travaillons-cest-nous-qui-decidons/,cnt_so_culture_spectacle_tpe,miroir,2021/02/cnt_so_culture_spectacle_tpe.pdf,2021/02/cnt_so_culture_spectacle_tpe.pdf
931,"Elections professionnelles TPE 2021 : c'est nous qui travaillons, c'est nous qui décidons !",/elections-professionnelles-tpe-2021-cest-nous-qui-travaillons-cest-nous-qui-decidons/,cnt_so_tpe_2021_commerce_de_details,miroir,2021/02/cnt_so_tpe_2021_commerce_de_details_25022021.pdf,2021/02/cnt_so_tpe_2021_commerce_de_details_25022021.pdf
931,"Elections professionnelles TPE 2021 : c'est nous qui travaillons, c'est nous qui décidons !",/elections-professionnelles-tpe-2021-cest-nous-qui-travaillons-cest-nous-qui-decidons/,cnt_so_tpe_2021_metallurgie_siderurgie,miroir,2021/02/cnt_so_tpe_2021_metallurgie_siderurgie_25022021.pdf,2021/02/cnt_so_tpe_2021_metallurgie_siderurgie_25022021.pdf
940,Election TPE & TPA 2021 : profession de foi de la CNT-SO,/election-tpe-tpa-2021-profession-de-foi-de-la-cnt-so/,cnt_so_tpe_2021,miroir,2021/02/cnt_so_tpe_2021_4_p_11112020_-_merged-1-2.pdf,2021/02/cnt_so_tpe_2021_4_p_11112020_-_merged-1-2.pdf
945,Travailleur·euses du secteur du spectacle et de la culture on s'organise et on revendique !,/travailleur-euses-du-secteur-du-spectacle-et-de-la-culture-on-sorganise-et-on-revendique/,cnt_so_stucs_janvier_2021,exact,2021/02/cnt_so_stucs_janvier_2021.pdf,2021/02/cnt_so_stucs_janvier_2021.pdf
958,"De la maternelle à l'université, l'éducation en grève le 26 janvier !",/de-la-maternelle-a-luniversite-leducation-en-greve-le-26-janvier/,cnt_so_educ_greve_26_01_21,miroir,2021/01/cnt_so_educ_greve_26_01_21.pdf,2021/01/cnt_so_educ_greve_26_01_21.pdf
964,"Nettoyage dans les hôtels : le paiement à la chambre, c’est non !",/nettoyage-dans-les-hotels-le-paiement-a-la-chambre-cest-non/,fiche_travail_chambre,miroir,2021/01/fiche_travail_chambre.pdf,2021/01/fiche_travail_chambre.pdf
969,"MICHELIN, ENCORE UN PLAN SOCIAL COVIDO-BOURSIER !",/michelin-encore-un-plan-social-covido-boursier/,michelin-_encore_un_plan_social_covido-boursier_03_63-1.pdf,miroir,2021/01/michelin-_encore_un_plan_social_covido-boursier_03_63-1.pdf,2021/01/michelin-_encore_un_plan_social_covido-boursier_03_63-1.pdf
977,Novotel Marseille Prado : signature d'un protocole d'accord après un mois de grève,/novotel-marseille-prado-signature-dun-protocole-daccord-apres-un-mois-de-greve/,com_novotel_30nov20,miroir,2020/12/com_novotel_30nov20.pdf,2020/12/com_novotel_30nov20.pdf
977,Novotel Marseille Prado : signature d'un protocole d'accord après un mois de grève,/novotel-marseille-prado-signature-dun-protocole-daccord-apres-un-mois-de-greve/,com_novotel_27nov20,miroir,2020/12/com_novotel_27nov20.pdf,2020/12/com_novotel_27nov20.pdf
977,Novotel Marseille Prado : signature d'un protocole d'accord après un mois de grève,/novotel-marseille-prado-signature-dun-protocole-daccord-apres-un-mois-de-greve/,Comnovotel_18nov20,miroir,2020/12/comnovotel_17nov20.pdf,2020/12/comnovotel_17nov20.pdf
979,Mobilisons-nous pour défendre l'éducation pioritaire !,/mobilisons-nous-pour-defendre-leducation-pioritaire/,cnt_so_educ_prioritaire_decembre2020,miroir,2020/12/cnt_so_educ_prioritaire_decembre2020-1.pdf,2020/12/cnt_so_educ_prioritaire_decembre2020-1.pdf
988,"Éducation : appel à une grève des personnels ""vie scolaire"" mardi 01er décembre",/education-appel-a-une-greve-des-personnels-vie-scolaire-mardi-01er-decembre/,com_greve_vie_scolaire-01dec20,miroir,2020/11/com_greve_vie_scolaire-1.pdf,2020/11/com_greve_vie_scolaire-1.pdf
989,Hôpital Pitié-Salpêtrière (Paris) : grève des agents de nettoyage,/hopital-pitie-salpetriere-paris-greve-des-agents-de-nettoyage-2/,tract_challancin,miroir,2020/11/tract_challancin.pdf,2020/11/tract_challancin.pdf
995,Election TPE & TPA 2021 : avec la CNT-SO pour l'alternative syndicale !,/election-tpe-tpa-2021-avec-la-cnt-so-pour-lalternative-syndicale/,cnt_so_tpe_2021_btp,miroir,2020/11/cnt_so_tpe_2021_btp_25022021-2.pdf,2020/11/cnt_so_tpe_2021_btp_25022021-2.pdf
995,Election TPE & TPA 2021 : avec la CNT-SO pour l'alternative syndicale !,/election-tpe-tpa-2021-avec-la-cnt-so-pour-lalternative-syndicale/,cnt_so_tpe_2021_restauration,miroir,2020/11/cnt_so_tpe_2021_restauration_10112020_-_merged.pdf,2020/11/cnt_so_tpe_2021_restauration_10112020_-_merged.pdf
995,Election TPE & TPA 2021 : avec la CNT-SO pour l'alternative syndicale !,/election-tpe-tpa-2021-avec-la-cnt-so-pour-lalternative-syndicale/,cnt_so_tpe_2021_salaries_particulier_employeur,miroir,2020/11/cnt_so_tpe_2021_salaries_particulier_employeur_10112020_-_merged-1.pdf,2020/11/cnt_so_tpe_2021_salaries_particulier_employeur_10112020_-_merged-1.pdf
995,Election TPE & TPA 2021 : avec la CNT-SO pour l'alternative syndicale !,/election-tpe-tpa-2021-avec-la-cnt-so-pour-lalternative-syndicale/,cnt_so_tpe_2021_sante,miroir,2020/11/cnt_so_tpe_2021_sante_10112020_-_merged-1.pdf,2020/11/cnt_so_tpe_2021_sante_10112020_-_merged-1.pdf
995,Election TPE & TPA 2021 : avec la CNT-SO pour l'alternative syndicale !,/election-tpe-tpa-2021-avec-la-cnt-so-pour-lalternative-syndicale/,cnt_so_tpe_2021_assistantes_maternelles,miroir,2020/11/cnt_so_tpe_2021_assistantes_maternelles_10112020_-_merged-1.pdf,2020/11/cnt_so_tpe_2021_assistantes_maternelles_10112020_-_merged-1.pdf
995,Election TPE & TPA 2021 : avec la CNT-SO pour l'alternative syndicale !,/election-tpe-tpa-2021-avec-la-cnt-so-pour-lalternative-syndicale/,cnt_so_tpe_2021_culture_spectacle,miroir,2020/11/cnt_so_tpe_2021_culture_spectacle_10112020_-_merged-1.pdf,2020/11/cnt_so_tpe_2021_culture_spectacle_10112020_-_merged-1.pdf
995,Election TPE & TPA 2021 : avec la CNT-SO pour l'alternative syndicale !,/election-tpe-tpa-2021-avec-la-cnt-so-pour-lalternative-syndicale/,cnt_so_tpe_2021_commerce_de_details_,miroir,2020/11/cnt_so_tpe_2021_commerce_de_details_10112020_-_merged.pdf,2020/11/cnt_so_tpe_2021_commerce_de_details_10112020_-_merged.pdf
995,Election TPE & TPA 2021 : avec la CNT-SO pour l'alternative syndicale !,/election-tpe-tpa-2021-avec-la-cnt-so-pour-lalternative-syndicale/,cnt_so_tpe_2021_metallurgie_siderurgie,miroir,2020/11/cnt_so_tpe_2021_metallurgie_siderurgie_10112020_-_merged.pdf,2020/11/cnt_so_tpe_2021_metallurgie_siderurgie_10112020_-_merged.pdf
998,Rentrée catastrophique  : trop c’est trop !  Pour notre santé et celle du service public d’Éducation : dégageons Blanquer !,/rentree-catastrophique-trop-cest-trop-pour-notre-sante-et-celle-du-service-public-deducation-degageons-blanquer/,cnt_so_educ_greve_10_11_20.,miroir,2020/11/cnt_so_educ_greve_10_11_20.pdf,2020/11/cnt_so_educ_greve_10_11_20.pdf
999,Le combat pour la santé et les intérêts des travailleur·euse·s continue !,/le-combat-pour-la-sante-et-les-interets-des-travailleur-euse-s-continue/,cnt_so_combat_sante_travailleurs_nov_20-,exact,sites/2/2020/11/cnt_so_combat_sante_travailleurs_nov_20.pdf,sites/2/2020/11/cnt_so_combat_sante_travailleurs_nov_20.pdf
1002,ONET condamné pour entrave au droit de grève sur le site SAFEN AEROLOG de Roissy,/onet-condamne-pour-entrave-au-droit-de-greve-sur-le-site-safen-aerolog-de-roissy/,communique_onet_04nov20,miroir,2020/11/communique_onet_04nov20.pdf,2020/11/communique_onet_04nov20.pdf
1002,ONET condamné pour entrave au droit de grève sur le site SAFEN AEROLOG de Roissy,/onet-condamne-pour-entrave-au-droit-de-greve-sur-le-site-safen-aerolog-de-roissy/,tract_safen_14102020,miroir,2020/11/tract_safen_14102020.pdf,2020/11/tract_safen_14102020.pdf
1002,ONET condamné pour entrave au droit de grève sur le site SAFEN AEROLOG de Roissy,/onet-condamne-pour-entrave-au-droit-de-greve-sur-le-site-safen-aerolog-de-roissy/,lettre_ouverte_cgt_safen_aerolog,miroir,2020/11/lettre_ouverte_cgt_safen_aerolog-1.pdf,2020/11/lettre_ouverte_cgt_safen_aerolog-1.pdf
1005,Confinement Coronavirus : traduction des attestations dérogatoires de circulation et scolaire,/confinement-coronavirus-traduction-des-attestations-derogatoires-de-circulation-et-scolaire/,attestation_de_rogatoire_traduction_arabe.pdf,miroir,2020/11/attestation_de_rogatoire_traduction_arabe.pdf,2020/11/attestation_de_rogatoire_traduction_arabe.pdf
1005,Confinement Coronavirus : traduction des attestations dérogatoires de circulation et scolaire,/confinement-coronavirus-traduction-des-attestations-derogatoires-de-circulation-et-scolaire/,30-10-2020-attestation-de-deplacement-derogatoire_allemand-1.pdf,miroir,2020/11/30-10-2020-attestation-de-deplacement-derogatoire_allemand-1.pdf,2020/11/30-10-2020-attestation-de-deplacement-derogatoire_allemand-1.pdf
1005,Confinement Coronavirus : traduction des attestations dérogatoires de circulation et scolaire,/confinement-coronavirus-traduction-des-attestations-derogatoires-de-circulation-et-scolaire/,30-10-2020-attestation-de-deplacement-derogatoire_russe.pdf,miroir,2020/11/30-10-2020-attestation-de-deplacement-derogatoire_russe.pdf,2020/11/30-10-2020-attestation-de-deplacement-derogatoire_russe.pdf
1005,Confinement Coronavirus : traduction des attestations dérogatoires de circulation et scolaire,/confinement-coronavirus-traduction-des-attestations-derogatoires-de-circulation-et-scolaire/,attestation_deplacement_hongrois-2.pdf,miroir,2020/11/attestation_deplacement_hongrois-2.pdf,2020/11/attestation_deplacement_hongrois-2.pdf
1005,Confinement Coronavirus : traduction des attestations dérogatoires de circulation et scolaire,/confinement-coronavirus-traduction-des-attestations-derogatoires-de-circulation-et-scolaire/,edit-30-10-2020-justificatif-de-deplacement-scolaire_anglais_octobre.pdf,miroir,2020/11/edit-30-10-2020-justificatif-de-deplacement-scolaire_anglais_octobre.pdf,2020/11/edit-30-10-2020-justificatif-de-deplacement-scolaire_anglais_octobre.pdf
1005,Confinement Coronavirus : traduction des attestations dérogatoires de circulation et scolaire,/confinement-coronavirus-traduction-des-attestations-derogatoires-de-circulation-et-scolaire/,justificatif_de_deplacement_scolaire_espagnol-1.pdf,miroir,2020/11/justificatif_de_deplacement_scolaire_espagnol-1.pdf,2020/11/justificatif_de_deplacement_scolaire_espagnol-1.pdf
